"Subject","Experiment","Sex","Age","OutcomeCond","RespCond","Running","Congruency","Delay","Stimulus","Outcome","Resp","RT","Acc","Points","Discard","KT.RespAcc","KT.OutcomeAcc","Error"
"1","OR-priming-baseline","male","20","1","1","PracticeTraining",NA,NA,"S1","O1","R2","1667","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","PracticeTraining",NA,NA,"S1","O1","R1","1342","1","4",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","PracticeTraining",NA,NA,"S2","O2","R2","940","1","6",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","PracticeTraining",NA,NA,"S2","O2","R2","556","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","PracticeTraining",NA,NA,"S3","","R1","603","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","PracticeTraining",NA,NA,"S3","","R2","440","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","2976","1","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","359","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","338","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","435","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","3392","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","495","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","1523","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","585","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","506","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","657","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","625","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","425","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","768","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","318","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","607","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","485","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","1427","1","3",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","425","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","389","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","576","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","650","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","994","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","800","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","674","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","462","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","432","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","508","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","601","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","802","1","6",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","514","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","411","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","465","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","534","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","1323","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","563","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","430","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","443","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","344","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","443","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","456","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","543","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","754","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","421","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","432","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","422","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","550","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","436","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","459","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","710","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","620","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","433","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","807","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","526","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","980","1","6",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","1327","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","486","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","614","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","518","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","490","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","956","1","6",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","529","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","663","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","683","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","783","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","471","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","658","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","457","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","491","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","1293","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","478","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","498","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","659","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","519","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","609","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","586","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","549","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","525","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","496","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","617","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","648","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","868","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","658","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","468","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","491","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","1738","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","6","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","456","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","429","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","1522","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","787","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","774","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","664","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","478","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","551","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","462","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","482","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","498","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","486","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","1297","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","928","1","6",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","765","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","859","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","577","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","530","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","404","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","426","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","443","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","1342","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","435","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","425","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","606","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","1010","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","657","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","884","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","548","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","468","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","585","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","598","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","1771","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","540","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","545","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","440","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","507","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","554","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","472","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","486","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","452","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","379","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","502","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","658","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","973","1","6",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","709","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","964","1","6",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","995","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","730","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","516","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","397","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","467","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","462","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","458","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","489","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","518","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","405","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","514","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","364","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","475","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","775","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","491","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","441","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","285","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","848","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","586","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","419","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","619","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","753","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","763","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","732","1","7",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","709","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","537","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","594","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","527","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","413","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","1034","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","641","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","499","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","539","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","431","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","453","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","1285","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","629","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","492","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","534","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","554","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","1402","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","392","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","485","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","465","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","541","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","832","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","404","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","374","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","627","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","394","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","126","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","109","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","6","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","7","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","6","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","55","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","5","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","5","1","10",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","145","1","10",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","97","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","6","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","6","1","10",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","6","1","10",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","5","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","5","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","525","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","131","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","6","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","280","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","6","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","335","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","24","1","10",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","357","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","6","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","373","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","338","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","362","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","338","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","414","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","562","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","337","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","454","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","443","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","403","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","419","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R1","376","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","376","1","9",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","444","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","426","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R2","372","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","479","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","416","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","589","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","432","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","426","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","533","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","486","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","532","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R2","1190","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S3","","R1","641","0","0",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S2","O2","R2","439","1","8",NA,NA,NA,NA
"1","OR-priming-baseline","male","20","1","1","Training",NA,NA,"S1","O1","R1","477","1","8",NA,NA,NA,NA
